run_id,run_order,run_matrix_version,randomization_seed,randomization_method,active_probe,package_id,case_id,case_version,base_world_id,case_function,analysis_role,variant_id,condition_code,condition_version,event_id,model_provider,model_family,model_id,reasoning_setting,model_config_version,repetition,prompt_id,prompt_version,output_schema_id,output_schema_version,hidden_spec_id,hidden_spec_version,hidden_spec_location,experiment_protocol_version,harness_version,case_source_path,model_input_policy,planned_status,execution_status,raw_output_path,parsed_output_path,execution_timestamp,technical_error,retry_of_run_id,notes
P01_C02_SD_SOL56_R01,47,07_Run_Matrix_Alpha_v1.1_KIMI_K2_7_CODE,20260830,seeded_constrained_greedy_v2,P01,C02_DD_KELDA_CORRIDOR,C02,1.0.0-controller-review,C02_BASE_WORLD,diagnostic_down,core_identification,C02_P1_SD,SD,1.0.0-controller-review,E2_SOREL_KINETIC,OpenAI,GPT-5.6 Sol,gpt-5.6-sol,medium,P01_ALPHA_MODEL_CONFIG_v1.0_CONTROLLER_APPROVED,R01,P01_TARGET_PROMPT,v0.2_UNDER_REVIEW,06_Shared_Output_Schema,v0.2_FROZEN_ALPHA,C02_DD_KELDA_CORRIDOR,1.0.0-controller-review,case_package_researcher_metadata,08_Experiment_Protocol_v0.3_FROZEN_ALPHA,PENDING_FREEZE_AFTER_RUN_MATRIX,experiment/cases/C02.jsonl,renderer_allowlist_only; no whole-record serialization; P01 only,PLANNED,NOT_RUN,outputs/raw/P01/P01_C02_SD_SOL56_R01.json,outputs/parsed/P01/P01_C02_SD_SOL56_R01.json,,,,analysis_role=core_identification Current API slug; no distinct dated Sol snapshot surfaced in current OpenAI model docs.
P01_C04_ND_KIMI27C_R01,48,07_Run_Matrix_Alpha_v1.1_KIMI_K2_7_CODE,20260830,seeded_constrained_greedy_v2,P01,C04_CDE_LUME_CORRIDOR,C04,1.0.0-controller-review,C04_BASE_WORLD,conflicting_dependent_evidence,secondary_stress_test,C04_P1_ND,ND,1.0.0-controller-review,E4_CROSS_BORDER_KINETIC,Moonshot AI,Kimi K2.7 Code,kimi-k2.7-code,max_provider_default,P01_ALPHA_MODEL_CONFIG_v1.1_KIMI_K2_7_CODE_CONTROLLER_DIRECTED,R01,P01_TARGET_PROMPT,v0.2_UNDER_REVIEW,06_Shared_Output_Schema,v0.2_FROZEN_ALPHA,C04_CDE_LUME_CORRIDOR,1.0.0-controller-review,case_package_researcher_metadata,08_Experiment_Protocol_v0.3_FROZEN_ALPHA,PENDING_FREEZE_AFTER_RUN_MATRIX,experiment/cases/C04.jsonl,renderer_allowlist_only; no whole-record serialization; P01 only,PLANNED,NOT_RUN,outputs/raw/P01/P01_C04_ND_KIMI27C_R01.json,outputs/parsed/P01/P01_C04_ND_KIMI27C_R01.json,,,,analysis_role=secondary_stress_test C04 is a secondary source-dependence/conflicting-evidence stress test. Kimi K2.7 Code uses the configured provider-default reasoning mode; effective behavior must be captured during the approved smoke rerun.
P01_C01_BL_SOL56_R02,49,07_Run_Matrix_Alpha_v1.1_KIMI_K2_7_CODE,20260830,seeded_constrained_greedy_v2,P01,C01_DU_NERIS_STRAIT,C01,1.0.0-controller-review,C01_BASE_WORLD,diagnostic_up,core_identification,C01_P1_BL,BL,1.0.0-controller-review,E1_DIRECT_KINETIC,OpenAI,GPT-5.6 Sol,gpt-5.6-sol,medium,P01_ALPHA_MODEL_CONFIG_v1.0_CONTROLLER_APPROVED,R02,P01_TARGET_PROMPT,v0.2_UNDER_REVIEW,06_Shared_Output_Schema,v0.2_FROZEN_ALPHA,C01_DU_NERIS_STRAIT,1.0.0-controller-review,case_package_researcher_metadata,08_Experiment_Protocol_v0.3_FROZEN_ALPHA,PENDING_FREEZE_AFTER_RUN_MATRIX,experiment/cases/C01.jsonl,renderer_allowlist_only; no whole-record serialization; P01 only,PLANNED,NOT_RUN,outputs/raw/P01/P01_C01_BL_SOL56_R02.json,outputs/parsed/P01/P01_C01_BL_SOL56_R02.json,,,,analysis_role=core_identification Current API slug; no distinct dated Sol snapshot surfaced in current OpenAI model docs.
P01_C04_ND_KIMI27C_R02,50,07_Run_Matrix_Alpha_v1.1_KIMI_K2_7_CODE,20260830,seeded_constrained_greedy_v2,P01,C04_CDE_LUME_CORRIDOR,C04,1.0.0-controller-review,C04_BASE_WORLD,conflicting_dependent_evidence,secondary_stress_test,C04_P1_ND,ND,1.0.0-controller-review,E4_CROSS_BORDER_KINETIC,Moonshot AI,Kimi K2.7 Code,kimi-k2.7-code,max_provider_default,P01_ALPHA_MODEL_CONFIG_v1.1_KIMI_K2_7_CODE_CONTROLLER_DIRECTED,R02,P01_TARGET_PROMPT,v0.2_UNDER_REVIEW,06_Shared_Output_Schema,v0.2_FROZEN_ALPHA,C04_CDE_LUME_CORRIDOR,1.0.0-controller-review,case_package_researcher_metadata,08_Experiment_Protocol_v0.3_FROZEN_ALPHA,PENDING_FREEZE_AFTER_RUN_MATRIX,experiment/cases/C04.jsonl,renderer_allowlist_only; no whole-record serialization; P01 only,PLANNED,NOT_RUN,outputs/raw/P01/P01_C04_ND_KIMI27C_R02.json,outputs/parsed/P01/P01_C04_ND_KIMI27C_R02.json,,,,analysis_role=secondary_stress_test C04 is a secondary source-dependence/conflicting-evidence stress test. Kimi K2.7 Code uses the configured provider-default reasoning mode; effective behavior must be captured during the approved smoke rerun.
P01_C01_SD_SOL56_R01,51,07_Run_Matrix_Alpha_v1.1_KIMI_K2_7_CODE,20260830,seeded_constrained_greedy_v2,P01,C01_DU_NERIS_STRAIT,C01,1.0.0-controller-review,C01_BASE_WORLD,diagnostic_up,core_identification,C01_P1_SD,SD,1.0.0-controller-review,E1_DIRECT_KINETIC,OpenAI,GPT-5.6 Sol,gpt-5.6-sol,medium,P01_ALPHA_MODEL_CONFIG_v1.0_CONTROLLER_APPROVED,R01,P01_TARGET_PROMPT,v0.2_UNDER_REVIEW,06_Shared_Output_Schema,v0.2_FROZEN_ALPHA,C01_DU_NERIS_STRAIT,1.0.0-controller-review,case_package_researcher_metadata,08_Experiment_Protocol_v0.3_FROZEN_ALPHA,PENDING_FREEZE_AFTER_RUN_MATRIX,experiment/cases/C01.jsonl,renderer_allowlist_only; no whole-record serialization; P01 only,PLANNED,NOT_RUN,outputs/raw/P01/P01_C01_SD_SOL56_R01.json,outputs/parsed/P01/P01_C01_SD_SOL56_R01.json,,,,analysis_role=core_identification Current API slug; no distinct dated Sol snapshot surfaced in current OpenAI model docs.
P01_C04_WD_KIMI27C_R02,52,07_Run_Matrix_Alpha_v1.1_KIMI_K2_7_CODE,20260830,seeded_constrained_greedy_v2,P01,C04_CDE_LUME_CORRIDOR,C04,1.0.0-controller-review,C04_BASE_WORLD,conflicting_dependent_evidence,secondary_stress_test,C04_P1_WD,WD,1.0.0-controller-review,E4_CROSS_BORDER_KINETIC,Moonshot AI,Kimi K2.7 Code,kimi-k2.7-code,max_provider_default,P01_ALPHA_MODEL_CONFIG_v1.1_KIMI_K2_7_CODE_CONTROLLER_DIRECTED,R02,P01_TARGET_PROMPT,v0.2_UNDER_REVIEW,06_Shared_Output_Schema,v0.2_FROZEN_ALPHA,C04_CDE_LUME_CORRIDOR,1.0.0-controller-review,case_package_researcher_metadata,08_Experiment_Protocol_v0.3_FROZEN_ALPHA,PENDING_FREEZE_AFTER_RUN_MATRIX,experiment/cases/C04.jsonl,renderer_allowlist_only; no whole-record serialization; P01 only,PLANNED,NOT_RUN,outputs/raw/P01/P01_C04_WD_KIMI27C_R02.json,outputs/parsed/P01/P01_C04_WD_KIMI27C_R02.json,,,,analysis_role=secondary_stress_test C04 is a secondary source-dependence/conflicting-evidence stress test. Kimi K2.7 Code uses the configured provider-default reasoning mode; effective behavior must be captured during the approved smoke rerun.
P01_C03_ND_GPT41_R02,53,07_Run_Matrix_Alpha_v1.1_KIMI_K2_7_CODE,20260830,seeded_constrained_greedy_v2,P01,C03_SI_KALDOR_PASS,C03,1.0.0-controller-review,C03_BASE_WORLD,salience_invariance,core_identification,C03_P1_ND,ND,1.0.0-controller-review,E3_TERRITORIAL_ENTRY_HOLD,OpenAI,GPT-4.1,gpt-4.1-2025-04-14,not_applicable_non_reasoning,P01_ALPHA_MODEL_CONFIG_v1.0_CONTROLLER_APPROVED,R02,P01_TARGET_PROMPT,v0.2_UNDER_REVIEW,06_Shared_Output_Schema,v0.2_FROZEN_ALPHA,C03_SI_KALDOR_PASS,1.0.0-controller-review,case_package_researcher_metadata,08_Experiment_Protocol_v0.3_FROZEN_ALPHA,PENDING_FREEZE_AFTER_RUN_MATRIX,experiment/cases/C03.jsonl,renderer_allowlist_only; no whole-record serialization; P01 only,PLANNED,NOT_RUN,outputs/raw/P01/P01_C03_ND_GPT41_R02.json,outputs/parsed/P01/P01_C03_ND_GPT41_R02.json,,,,analysis_role=core_identification Pinned OpenAI snapshot for reproducibility.
P01_C04_SD_KIMI27C_R02,54,07_Run_Matrix_Alpha_v1.1_KIMI_K2_7_CODE,20260830,seeded_constrained_greedy_v2,P01,C04_CDE_LUME_CORRIDOR,C04,1.0.0-controller-review,C04_BASE_WORLD,conflicting_dependent_evidence,secondary_stress_test,C04_P1_SD,SD,1.0.0-controller-review,E4_CROSS_BORDER_KINETIC,Moonshot AI,Kimi K2.7 Code,kimi-k2.7-code,max_provider_default,P01_ALPHA_MODEL_CONFIG_v1.1_KIMI_K2_7_CODE_CONTROLLER_DIRECTED,R02,P01_TARGET_PROMPT,v0.2_UNDER_REVIEW,06_Shared_Output_Schema,v0.2_FROZEN_ALPHA,C04_CDE_LUME_CORRIDOR,1.0.0-controller-review,case_package_researcher_metadata,08_Experiment_Protocol_v0.3_FROZEN_ALPHA,PENDING_FREEZE_AFTER_RUN_MATRIX,experiment/cases/C04.jsonl,renderer_allowlist_only; no whole-record serialization; P01 only,PLANNED,NOT_RUN,outputs/raw/P01/P01_C04_SD_KIMI27C_R02.json,outputs/parsed/P01/P01_C04_SD_KIMI27C_R02.json,,,,analysis_role=secondary_stress_test C04 is a secondary source-dependence/conflicting-evidence stress test. Kimi K2.7 Code uses the configured provider-default reasoning mode; effective behavior must be captured during the approved smoke rerun.
P01_C02_WD_SOL56_R01,55,07_Run_Matrix_Alpha_v1.1_KIMI_K2_7_CODE,20260830,seeded_constrained_greedy_v2,P01,C02_DD_KELDA_CORRIDOR,C02,1.0.0-controller-review,C02_BASE_WORLD,diagnostic_down,core_identification,C02_P1_WD,WD,1.0.0-controller-review,E2_SOREL_KINETIC,OpenAI,GPT-5.6 Sol,gpt-5.6-sol,medium,P01_ALPHA_MODEL_CONFIG_v1.0_CONTROLLER_APPROVED,R01,P01_TARGET_PROMPT,v0.2_UNDER_REVIEW,06_Shared_Output_Schema,v0.2_FROZEN_ALPHA,C02_DD_KELDA_CORRIDOR,1.0.0-controller-review,case_package_researcher_metadata,08_Experiment_Protocol_v0.3_FROZEN_ALPHA,PENDING_FREEZE_AFTER_RUN_MATRIX,experiment/cases/C02.jsonl,renderer_allowlist_only; no whole-record serialization; P01 only,PLANNED,NOT_RUN,outputs/raw/P01/P01_C02_WD_SOL56_R01.json,outputs/parsed/P01/P01_C02_WD_SOL56_R01.json,,,,analysis_role=core_identification Current API slug; no distinct dated Sol snapshot surfaced in current OpenAI model docs.
P01_C03_ND_GPT41_R01,56,07_Run_Matrix_Alpha_v1.1_KIMI_K2_7_CODE,20260830,seeded_constrained_greedy_v2,P01,C03_SI_KALDOR_PASS,C03,1.0.0-controller-review,C03_BASE_WORLD,salience_invariance,core_identification,C03_P1_ND,ND,1.0.0-controller-review,E3_TERRITORIAL_ENTRY_HOLD,OpenAI,GPT-4.1,gpt-4.1-2025-04-14,not_applicable_non_reasoning,P01_ALPHA_MODEL_CONFIG_v1.0_CONTROLLER_APPROVED,R01,P01_TARGET_PROMPT,v0.2_UNDER_REVIEW,06_Shared_Output_Schema,v0.2_FROZEN_ALPHA,C03_SI_KALDOR_PASS,1.0.0-controller-review,case_package_researcher_metadata,08_Experiment_Protocol_v0.3_FROZEN_ALPHA,PENDING_FREEZE_AFTER_RUN_MATRIX,experiment/cases/C03.jsonl,renderer_allowlist_only; no whole-record serialization; P01 only,PLANNED,NOT_RUN,outputs/raw/P01/P01_C03_ND_GPT41_R01.json,outputs/parsed/P01/P01_C03_ND_GPT41_R01.json,,,,analysis_role=core_identification Pinned OpenAI snapshot for reproducibility.
P01_C02_WD_KIMI27C_R01,57,07_Run_Matrix_Alpha_v1.1_KIMI_K2_7_CODE,20260830,seeded_constrained_greedy_v2,P01,C02_DD_KELDA_CORRIDOR,C02,1.0.0-controller-review,C02_BASE_WORLD,diagnostic_down,core_identification,C02_P1_WD,WD,1.0.0-controller-review,E2_SOREL_KINETIC,Moonshot AI,Kimi K2.7 Code,kimi-k2.7-code,max_provider_default,P01_ALPHA_MODEL_CONFIG_v1.1_KIMI_K2_7_CODE_CONTROLLER_DIRECTED,R01,P01_TARGET_PROMPT,v0.2_UNDER_REVIEW,06_Shared_Output_Schema,v0.2_FROZEN_ALPHA,C02_DD_KELDA_CORRIDOR,1.0.0-controller-review,case_package_researcher_metadata,08_Experiment_Protocol_v0.3_FROZEN_ALPHA,PENDING_FREEZE_AFTER_RUN_MATRIX,experiment/cases/C02.jsonl,renderer_allowlist_only; no whole-record serialization; P01 only,PLANNED,NOT_RUN,outputs/raw/P01/P01_C02_WD_KIMI27C_R01.json,outputs/parsed/P01/P01_C02_WD_KIMI27C_R01.json,,,,analysis_role=core_identification Kimi K2.7 Code uses the configured provider-default reasoning mode; effective behavior must be captured during the approved smoke rerun.
P01_C03_BL_SOL56_R01,58,07_Run_Matrix_Alpha_v1.1_KIMI_K2_7_CODE,20260830,seeded_constrained_greedy_v2,P01,C03_SI_KALDOR_PASS,C03,1.0.0-controller-review,C03_BASE_WORLD,salience_invariance,core_identification,C03_P1_BL,BL,1.0.0-controller-review,E3_TERRITORIAL_ENTRY_HOLD,OpenAI,GPT-5.6 Sol,gpt-5.6-sol,medium,P01_ALPHA_MODEL_CONFIG_v1.0_CONTROLLER_APPROVED,R01,P01_TARGET_PROMPT,v0.2_UNDER_REVIEW,06_Shared_Output_Schema,v0.2_FROZEN_ALPHA,C03_SI_KALDOR_PASS,1.0.0-controller-review,case_package_researcher_metadata,08_Experiment_Protocol_v0.3_FROZEN_ALPHA,PENDING_FREEZE_AFTER_RUN_MATRIX,experiment/cases/C03.jsonl,renderer_allowlist_only; no whole-record serialization; P01 only,PLANNED,NOT_RUN,outputs/raw/P01/P01_C03_BL_SOL56_R01.json,outputs/parsed/P01/P01_C03_BL_SOL56_R01.json,,,,analysis_role=core_identification Current API slug; no distinct dated Sol snapshot surfaced in current OpenAI model docs.
P01_C02_WD_GPT41_R02,59,07_Run_Matrix_Alpha_v1.1_KIMI_K2_7_CODE,20260830,seeded_constrained_greedy_v2,P01,C02_DD_KELDA_CORRIDOR,C02,1.0.0-controller-review,C02_BASE_WORLD,diagnostic_down,core_identification,C02_P1_WD,WD,1.0.0-controller-review,E2_SOREL_KINETIC,OpenAI,GPT-4.1,gpt-4.1-2025-04-14,not_applicable_non_reasoning,P01_ALPHA_MODEL_CONFIG_v1.0_CONTROLLER_APPROVED,R02,P01_TARGET_PROMPT,v0.2_UNDER_REVIEW,06_Shared_Output_Schema,v0.2_FROZEN_ALPHA,C02_DD_KELDA_CORRIDOR,1.0.0-controller-review,case_package_researcher_metadata,08_Experiment_Protocol_v0.3_FROZEN_ALPHA,PENDING_FREEZE_AFTER_RUN_MATRIX,experiment/cases/C02.jsonl,renderer_allowlist_only; no whole-record serialization; P01 only,PLANNED,NOT_RUN,outputs/raw/P01/P01_C02_WD_GPT41_R02.json,outputs/parsed/P01/P01_C02_WD_GPT41_R02.json,,,,analysis_role=core_identification Pinned OpenAI snapshot for reproducibility.
P01_C04_SD_KIMI27C_R01,60,07_Run_Matrix_Alpha_v1.1_KIMI_K2_7_CODE,20260830,seeded_constrained_greedy_v2,P01,C04_CDE_LUME_CORRIDOR,C04,1.0.0-controller-review,C04_BASE_WORLD,conflicting_dependent_evidence,secondary_stress_test,C04_P1_SD,SD,1.0.0-controller-review,E4_CROSS_BORDER_KINETIC,Moonshot AI,Kimi K2.7 Code,kimi-k2.7-code,max_provider_default,P01_ALPHA_MODEL_CONFIG_v1.1_KIMI_K2_7_CODE_CONTROLLER_DIRECTED,R01,P01_TARGET_PROMPT,v0.2_UNDER_REVIEW,06_Shared_Output_Schema,v0.2_FROZEN_ALPHA,C04_CDE_LUME_CORRIDOR,1.0.0-controller-review,case_package_researcher_metadata,08_Experiment_Protocol_v0.3_FROZEN_ALPHA,PENDING_FREEZE_AFTER_RUN_MATRIX,experiment/cases/C04.jsonl,renderer_allowlist_only; no whole-record serialization; P01 only,PLANNED,NOT_RUN,outputs/raw/P01/P01_C04_SD_KIMI27C_R01.json,outputs/parsed/P01/P01_C04_SD_KIMI27C_R01.json,,,,analysis_role=secondary_stress_test C04 is a secondary source-dependence/conflicting-evidence stress test. Kimi K2.7 Code uses the configured provider-default reasoning mode; effective behavior must be captured during the approved smoke rerun.
P01_C01_ND_GPT41_R01,61,07_Run_Matrix_Alpha_v1.1_KIMI_K2_7_CODE,20260830,seeded_constrained_greedy_v2,P01,C01_DU_NERIS_STRAIT,C01,1.0.0-controller-review,C01_BASE_WORLD,diagnostic_up,core_identification,C01_P1_ND,ND,1.0.0-controller-review,E1_DIRECT_KINETIC,OpenAI,GPT-4.1,gpt-4.1-2025-04-14,not_applicable_non_reasoning,P01_ALPHA_MODEL_CONFIG_v1.0_CONTROLLER_APPROVED,R01,P01_TARGET_PROMPT,v0.2_UNDER_REVIEW,06_Shared_Output_Schema,v0.2_FROZEN_ALPHA,C01_DU_NERIS_STRAIT,1.0.0-controller-review,case_package_researcher_metadata,08_Experiment_Protocol_v0.3_FROZEN_ALPHA,PENDING_FREEZE_AFTER_RUN_MATRIX,experiment/cases/C01.jsonl,renderer_allowlist_only; no whole-record serialization; P01 only,PLANNED,NOT_RUN,outputs/raw/P01/P01_C01_ND_GPT41_R01.json,outputs/parsed/P01/P01_C01_ND_GPT41_R01.json,,,,analysis_role=core_identification Pinned OpenAI snapshot for reproducibility.
P01_C02_BL_SOL56_R01,62,07_Run_Matrix_Alpha_v1.1_KIMI_K2_7_CODE,20260830,seeded_constrained_greedy_v2,P01,C02_DD_KELDA_CORRIDOR,C02,1.0.0-controller-review,C02_BASE_WORLD,diagnostic_down,core_identification,C02_P1_BL,BL,1.0.0-controller-review,E2_SOREL_KINETIC,OpenAI,GPT-5.6 Sol,gpt-5.6-sol,medium,P01_ALPHA_MODEL_CONFIG_v1.0_CONTROLLER_APPROVED,R01,P01_TARGET_PROMPT,v0.2_UNDER_REVIEW,06_Shared_Output_Schema,v0.2_FROZEN_ALPHA,C02_DD_KELDA_CORRIDOR,1.0.0-controller-review,case_package_researcher_metadata,08_Experiment_Protocol_v0.3_FROZEN_ALPHA,PENDING_FREEZE_AFTER_RUN_MATRIX,experiment/cases/C02.jsonl,renderer_allowlist_only; no whole-record serialization; P01 only,PLANNED,NOT_RUN,outputs/raw/P01/P01_C02_BL_SOL56_R01.json,outputs/parsed/P01/P01_C02_BL_SOL56_R01.json,,,,analysis_role=core_identification Current API slug; no distinct dated Sol snapshot surfaced in current OpenAI model docs.
P01_C01_SD_KIMI27C_R01,63,07_Run_Matrix_Alpha_v1.1_KIMI_K2_7_CODE,20260830,seeded_constrained_greedy_v2,P01,C01_DU_NERIS_STRAIT,C01,1.0.0-controller-review,C01_BASE_WORLD,diagnostic_up,core_identification,C01_P1_SD,SD,1.0.0-controller-review,E1_DIRECT_KINETIC,Moonshot AI,Kimi K2.7 Code,kimi-k2.7-code,max_provider_default,P01_ALPHA_MODEL_CONFIG_v1.1_KIMI_K2_7_CODE_CONTROLLER_DIRECTED,R01,P01_TARGET_PROMPT,v0.2_UNDER_REVIEW,06_Shared_Output_Schema,v0.2_FROZEN_ALPHA,C01_DU_NERIS_STRAIT,1.0.0-controller-review,case_package_researcher_metadata,08_Experiment_Protocol_v0.3_FROZEN_ALPHA,PENDING_FREEZE_AFTER_RUN_MATRIX,experiment/cases/C01.jsonl,renderer_allowlist_only; no whole-record serialization; P01 only,PLANNED,NOT_RUN,outputs/raw/P01/P01_C01_SD_KIMI27C_R01.json,outputs/parsed/P01/P01_C01_SD_KIMI27C_R01.json,,,,analysis_role=core_identification Kimi K2.7 Code uses the configured provider-default reasoning mode; effective behavior must be captured during the approved smoke rerun.
P01_C03_BL_GPT41_R01,64,07_Run_Matrix_Alpha_v1.1_KIMI_K2_7_CODE,20260830,seeded_constrained_greedy_v2,P01,C03_SI_KALDOR_PASS,C03,1.0.0-controller-review,C03_BASE_WORLD,salience_invariance,core_identification,C03_P1_BL,BL,1.0.0-controller-review,E3_TERRITORIAL_ENTRY_HOLD,OpenAI,GPT-4.1,gpt-4.1-2025-04-14,not_applicable_non_reasoning,P01_ALPHA_MODEL_CONFIG_v1.0_CONTROLLER_APPROVED,R01,P01_TARGET_PROMPT,v0.2_UNDER_REVIEW,06_Shared_Output_Schema,v0.2_FROZEN_ALPHA,C03_SI_KALDOR_PASS,1.0.0-controller-review,case_package_researcher_metadata,08_Experiment_Protocol_v0.3_FROZEN_ALPHA,PENDING_FREEZE_AFTER_RUN_MATRIX,experiment/cases/C03.jsonl,renderer_allowlist_only; no whole-record serialization; P01 only,PLANNED,NOT_RUN,outputs/raw/P01/P01_C03_BL_GPT41_R01.json,outputs/parsed/P01/P01_C03_BL_GPT41_R01.json,,,,analysis_role=core_identification Pinned OpenAI snapshot for reproducibility.
P01_C01_ND_SOL56_R02,65,07_Run_Matrix_Alpha_v1.1_KIMI_K2_7_CODE,20260830,seeded_constrained_greedy_v2,P01,C01_DU_NERIS_STRAIT,C01,1.0.0-controller-review,C01_BASE_WORLD,diagnostic_up,core_identification,C01_P1_ND,ND,1.0.0-controller-review,E1_DIRECT_KINETIC,OpenAI,GPT-5.6 Sol,gpt-5.6-sol,medium,P01_ALPHA_MODEL_CONFIG_v1.0_CONTROLLER_APPROVED,R02,P01_TARGET_PROMPT,v0.2_UNDER_REVIEW,06_Shared_Output_Schema,v0.2_FROZEN_ALPHA,C01_DU_NERIS_STRAIT,1.0.0-controller-review,case_package_researcher_metadata,08_Experiment_Protocol_v0.3_FROZEN_ALPHA,PENDING_FREEZE_AFTER_RUN_MATRIX,experiment/cases/C01.jsonl,renderer_allowlist_only; no whole-record serialization; P01 only,PLANNED,NOT_RUN,outputs/raw/P01/P01_C01_ND_SOL56_R02.json,outputs/parsed/P01/P01_C01_ND_SOL56_R02.json,,,,analysis_role=core_identification Current API slug; no distinct dated Sol snapshot surfaced in current OpenAI model docs.
P01_C02_SD_KIMI27C_R01,66,07_Run_Matrix_Alpha_v1.1_KIMI_K2_7_CODE,20260830,seeded_constrained_greedy_v2,P01,C02_DD_KELDA_CORRIDOR,C02,1.0.0-controller-review,C02_BASE_WORLD,diagnostic_down,core_identification,C02_P1_SD,SD,1.0.0-controller-review,E2_SOREL_KINETIC,Moonshot AI,Kimi K2.7 Code,kimi-k2.7-code,max_provider_default,P01_ALPHA_MODEL_CONFIG_v1.1_KIMI_K2_7_CODE_CONTROLLER_DIRECTED,R01,P01_TARGET_PROMPT,v0.2_UNDER_REVIEW,06_Shared_Output_Schema,v0.2_FROZEN_ALPHA,C02_DD_KELDA_CORRIDOR,1.0.0-controller-review,case_package_researcher_metadata,08_Experiment_Protocol_v0.3_FROZEN_ALPHA,PENDING_FREEZE_AFTER_RUN_MATRIX,experiment/cases/C02.jsonl,renderer_allowlist_only; no whole-record serialization; P01 only,PLANNED,NOT_RUN,outputs/raw/P01/P01_C02_SD_KIMI27C_R01.json,outputs/parsed/P01/P01_C02_SD_KIMI27C_R01.json,,,,analysis_role=core_identification Kimi K2.7 Code uses the configured provider-default reasoning mode; effective behavior must be captured during the approved smoke rerun.
P01_C04_BL_SOL56_R02,67,07_Run_Matrix_Alpha_v1.1_KIMI_K2_7_CODE,20260830,seeded_constrained_greedy_v2,P01,C04_CDE_LUME_CORRIDOR,C04,1.0.0-controller-review,C04_BASE_WORLD,conflicting_dependent_evidence,secondary_stress_test,C04_P1_BL,BL,1.0.0-controller-review,E4_CROSS_BORDER_KINETIC,OpenAI,GPT-5.6 Sol,gpt-5.6-sol,medium,P01_ALPHA_MODEL_CONFIG_v1.0_CONTROLLER_APPROVED,R02,P01_TARGET_PROMPT,v0.2_UNDER_REVIEW,06_Shared_Output_Schema,v0.2_FROZEN_ALPHA,C04_CDE_LUME_CORRIDOR,1.0.0-controller-review,case_package_researcher_metadata,08_Experiment_Protocol_v0.3_FROZEN_ALPHA,PENDING_FREEZE_AFTER_RUN_MATRIX,experiment/cases/C04.jsonl,renderer_allowlist_only; no whole-record serialization; P01 only,PLANNED,NOT_RUN,outputs/raw/P01/P01_C04_BL_SOL56_R02.json,outputs/parsed/P01/P01_C04_BL_SOL56_R02.json,,,,analysis_role=secondary_stress_test C04 is a secondary source-dependence/conflicting-evidence stress test. Current API slug; no distinct dated Sol snapshot surfaced in current OpenAI model docs.
P01_C02_WD_GPT41_R01,68,07_Run_Matrix_Alpha_v1.1_KIMI_K2_7_CODE,20260830,seeded_constrained_greedy_v2,P01,C02_DD_KELDA_CORRIDOR,C02,1.0.0-controller-review,C02_BASE_WORLD,diagnostic_down,core_identification,C02_P1_WD,WD,1.0.0-controller-review,E2_SOREL_KINETIC,OpenAI,GPT-4.1,gpt-4.1-2025-04-14,not_applicable_non_reasoning,P01_ALPHA_MODEL_CONFIG_v1.0_CONTROLLER_APPROVED,R01,P01_TARGET_PROMPT,v0.2_UNDER_REVIEW,06_Shared_Output_Schema,v0.2_FROZEN_ALPHA,C02_DD_KELDA_CORRIDOR,1.0.0-controller-review,case_package_researcher_metadata,08_Experiment_Protocol_v0.3_FROZEN_ALPHA,PENDING_FREEZE_AFTER_RUN_MATRIX,experiment/cases/C02.jsonl,renderer_allowlist_only; no whole-record serialization; P01 only,PLANNED,NOT_RUN,outputs/raw/P01/P01_C02_WD_GPT41_R01.json,outputs/parsed/P01/P01_C02_WD_GPT41_R01.json,,,,analysis_role=core_identification Pinned OpenAI snapshot for reproducibility.
P01_C01_ND_SOL56_R01,69,07_Run_Matrix_Alpha_v1.1_KIMI_K2_7_CODE,20260830,seeded_constrained_greedy_v2,P01,C01_DU_NERIS_STRAIT,C01,1.0.0-controller-review,C01_BASE_WORLD,diagnostic_up,core_identification,C01_P1_ND,ND,1.0.0-controller-review,E1_DIRECT_KINETIC,OpenAI,GPT-5.6 Sol,gpt-5.6-sol,medium,P01_ALPHA_MODEL_CONFIG_v1.0_CONTROLLER_APPROVED,R01,P01_TARGET_PROMPT,v0.2_UNDER_REVIEW,06_Shared_Output_Schema,v0.2_FROZEN_ALPHA,C01_DU_NERIS_STRAIT,1.0.0-controller-review,case_package_researcher_metadata,08_Experiment_Protocol_v0.3_FROZEN_ALPHA,PENDING_FREEZE_AFTER_RUN_MATRIX,experiment/cases/C01.jsonl,renderer_allowlist_only; no whole-record serialization; P01 only,PLANNED,NOT_RUN,outputs/raw/P01/P01_C01_ND_SOL56_R01.json,outputs/parsed/P01/P01_C01_ND_SOL56_R01.json,,,,analysis_role=core_identification Current API slug; no distinct dated Sol snapshot surfaced in current OpenAI model docs.
