run_id,experiment_id,matrix_version,matrix_status,case_id,case_version,coverage_family,case_role,archetype,condition,authority_condition,sentinel_block,repetition,repetition_class,provider_pool,provider,model_alias,requested_model_id,reasoning_effort,config_profile,tools_enabled,retrieval_enabled,fresh_context,task_prompt_id,task_prompt_version,case_schema_version,event_id,target_event,actors,evidence_cutoff,assessment_time,horizon_start,horizon_end,horizon_label,expected_direction,expected_ordering,primary_manipulated_evidence_property,deterministic_scoring_applicability,case_source_file,case_jsonl_line,case_condition_key,planned_status,attempt_no,retry_parent_run_id,langfuse_experiment_tag,notes
P01F_C06_SD_GPT41_R03,P01_FINAL,1.0,DESIGN_FREEZE_CANDIDATE,C06,1.0,Family 3 — Source Quality + Temporal Relevance,CORE,border_mobilization,SD,False,False,3,PRIMARY_R1_R3,openai,OpenAI,GPT41,gpt-4.1-2025-04-14,n/a,P01_GPT41_ALPHA_CONTINUITY,False,False,True,P01_FINAL_TARGET_PROMPT,1.0,1.0,C06_LOCAL_OFFENSIVE,"Selvar Union initiates a local ground offensive against Darsen Republic forward positions in the Talven sector, defined as any organized brigade-scale or larger ground attack across the line of contact.",Selvar Union; Darsen Republic,2031-09-27T17:00:00Z,2031-09-27T18:00:00Z,2031-09-27T18:00:00Z,2031-10-04T18:00:00Z,7 days from assessment time,materially_larger_up,P(SD) > P(WD) > P(BL); P(ND) ≤ P(BL),temporal_relevance_recency_of_warning,"{'applicable': True, 'relation': 'P(SD) > P(WD) > P(BL); P(ND) at or below P(BL); the SD-vs-WD gap should reflect the recency differential rather than any content differential (content is held constant)'}",experiment/P01/final/P01_FINAL_CASES_v1.0.jsonl,25,C06_SD,PLANNED,1,,P01_FINAL_v1.0,
P01F_C06_SD_KIMI3_R01,P01_FINAL,1.0,DESIGN_FREEZE_CANDIDATE,C06,1.0,Family 3 — Source Quality + Temporal Relevance,CORE,border_mobilization,SD,False,False,1,PRIMARY_R1_R3,moonshot,Moonshot,KIMI3,kimi-k3,high,P01_KIMI3_FINAL_HIGH,False,False,True,P01_FINAL_TARGET_PROMPT,1.0,1.0,C06_LOCAL_OFFENSIVE,"Selvar Union initiates a local ground offensive against Darsen Republic forward positions in the Talven sector, defined as any organized brigade-scale or larger ground attack across the line of contact.",Selvar Union; Darsen Republic,2031-09-27T17:00:00Z,2031-09-27T18:00:00Z,2031-09-27T18:00:00Z,2031-10-04T18:00:00Z,7 days from assessment time,materially_larger_up,P(SD) > P(WD) > P(BL); P(ND) ≤ P(BL),temporal_relevance_recency_of_warning,"{'applicable': True, 'relation': 'P(SD) > P(WD) > P(BL); P(ND) at or below P(BL); the SD-vs-WD gap should reflect the recency differential rather than any content differential (content is held constant)'}",experiment/P01/final/P01_FINAL_CASES_v1.0.jsonl,25,C06_SD,PLANNED,1,,P01_FINAL_v1.0,
P01F_C06_SD_KIMI3_R02,P01_FINAL,1.0,DESIGN_FREEZE_CANDIDATE,C06,1.0,Family 3 — Source Quality + Temporal Relevance,CORE,border_mobilization,SD,False,False,2,PRIMARY_R1_R3,moonshot,Moonshot,KIMI3,kimi-k3,high,P01_KIMI3_FINAL_HIGH,False,False,True,P01_FINAL_TARGET_PROMPT,1.0,1.0,C06_LOCAL_OFFENSIVE,"Selvar Union initiates a local ground offensive against Darsen Republic forward positions in the Talven sector, defined as any organized brigade-scale or larger ground attack across the line of contact.",Selvar Union; Darsen Republic,2031-09-27T17:00:00Z,2031-09-27T18:00:00Z,2031-09-27T18:00:00Z,2031-10-04T18:00:00Z,7 days from assessment time,materially_larger_up,P(SD) > P(WD) > P(BL); P(ND) ≤ P(BL),temporal_relevance_recency_of_warning,"{'applicable': True, 'relation': 'P(SD) > P(WD) > P(BL); P(ND) at or below P(BL); the SD-vs-WD gap should reflect the recency differential rather than any content differential (content is held constant)'}",experiment/P01/final/P01_FINAL_CASES_v1.0.jsonl,25,C06_SD,PLANNED,1,,P01_FINAL_v1.0,
P01F_C06_SD_KIMI3_R03,P01_FINAL,1.0,DESIGN_FREEZE_CANDIDATE,C06,1.0,Family 3 — Source Quality + Temporal Relevance,CORE,border_mobilization,SD,False,False,3,PRIMARY_R1_R3,moonshot,Moonshot,KIMI3,kimi-k3,high,P01_KIMI3_FINAL_HIGH,False,False,True,P01_FINAL_TARGET_PROMPT,1.0,1.0,C06_LOCAL_OFFENSIVE,"Selvar Union initiates a local ground offensive against Darsen Republic forward positions in the Talven sector, defined as any organized brigade-scale or larger ground attack across the line of contact.",Selvar Union; Darsen Republic,2031-09-27T17:00:00Z,2031-09-27T18:00:00Z,2031-09-27T18:00:00Z,2031-10-04T18:00:00Z,7 days from assessment time,materially_larger_up,P(SD) > P(WD) > P(BL); P(ND) ≤ P(BL),temporal_relevance_recency_of_warning,"{'applicable': True, 'relation': 'P(SD) > P(WD) > P(BL); P(ND) at or below P(BL); the SD-vs-WD gap should reflect the recency differential rather than any content differential (content is held constant)'}",experiment/P01/final/P01_FINAL_CASES_v1.0.jsonl,25,C06_SD,PLANNED,1,,P01_FINAL_v1.0,
P01F_C06_ND_SOL_R01,P01_FINAL,1.0,DESIGN_FREEZE_CANDIDATE,C06,1.0,Family 3 — Source Quality + Temporal Relevance,CORE,border_mobilization,ND,False,False,1,PRIMARY_R1_R3,openai,OpenAI,SOL,gpt-5.6-sol,medium,P01_SOL_FINAL_MEDIUM,False,False,True,P01_FINAL_TARGET_PROMPT,1.0,1.0,C06_LOCAL_OFFENSIVE,"Selvar Union initiates a local ground offensive against Darsen Republic forward positions in the Talven sector, defined as any organized brigade-scale or larger ground attack across the line of contact.",Selvar Union; Darsen Republic,2031-09-27T17:00:00Z,2031-09-27T18:00:00Z,2031-09-27T18:00:00Z,2031-10-04T18:00:00Z,7 days from assessment time,at_or_below_baseline,P(SD) > P(WD) > P(BL); P(ND) ≤ P(BL),temporal_relevance_recency_of_warning,"{'applicable': True, 'relation': 'P(SD) > P(WD) > P(BL); P(ND) at or below P(BL); the SD-vs-WD gap should reflect the recency differential rather than any content differential (content is held constant)'}",experiment/P01/final/P01_FINAL_CASES_v1.0.jsonl,26,C06_ND,PLANNED,1,,P01_FINAL_v1.0,
P01F_C06_ND_SOL_R02,P01_FINAL,1.0,DESIGN_FREEZE_CANDIDATE,C06,1.0,Family 3 — Source Quality + Temporal Relevance,CORE,border_mobilization,ND,False,False,2,PRIMARY_R1_R3,openai,OpenAI,SOL,gpt-5.6-sol,medium,P01_SOL_FINAL_MEDIUM,False,False,True,P01_FINAL_TARGET_PROMPT,1.0,1.0,C06_LOCAL_OFFENSIVE,"Selvar Union initiates a local ground offensive against Darsen Republic forward positions in the Talven sector, defined as any organized brigade-scale or larger ground attack across the line of contact.",Selvar Union; Darsen Republic,2031-09-27T17:00:00Z,2031-09-27T18:00:00Z,2031-09-27T18:00:00Z,2031-10-04T18:00:00Z,7 days from assessment time,at_or_below_baseline,P(SD) > P(WD) > P(BL); P(ND) ≤ P(BL),temporal_relevance_recency_of_warning,"{'applicable': True, 'relation': 'P(SD) > P(WD) > P(BL); P(ND) at or below P(BL); the SD-vs-WD gap should reflect the recency differential rather than any content differential (content is held constant)'}",experiment/P01/final/P01_FINAL_CASES_v1.0.jsonl,26,C06_ND,PLANNED,1,,P01_FINAL_v1.0,
P01F_C06_ND_SOL_R03,P01_FINAL,1.0,DESIGN_FREEZE_CANDIDATE,C06,1.0,Family 3 — Source Quality + Temporal Relevance,CORE,border_mobilization,ND,False,False,3,PRIMARY_R1_R3,openai,OpenAI,SOL,gpt-5.6-sol,medium,P01_SOL_FINAL_MEDIUM,False,False,True,P01_FINAL_TARGET_PROMPT,1.0,1.0,C06_LOCAL_OFFENSIVE,"Selvar Union initiates a local ground offensive against Darsen Republic forward positions in the Talven sector, defined as any organized brigade-scale or larger ground attack across the line of contact.",Selvar Union; Darsen Republic,2031-09-27T17:00:00Z,2031-09-27T18:00:00Z,2031-09-27T18:00:00Z,2031-10-04T18:00:00Z,7 days from assessment time,at_or_below_baseline,P(SD) > P(WD) > P(BL); P(ND) ≤ P(BL),temporal_relevance_recency_of_warning,"{'applicable': True, 'relation': 'P(SD) > P(WD) > P(BL); P(ND) at or below P(BL); the SD-vs-WD gap should reflect the recency differential rather than any content differential (content is held constant)'}",experiment/P01/final/P01_FINAL_CASES_v1.0.jsonl,26,C06_ND,PLANNED,1,,P01_FINAL_v1.0,
P01F_C06_ND_GPT41_R01,P01_FINAL,1.0,DESIGN_FREEZE_CANDIDATE,C06,1.0,Family 3 — Source Quality + Temporal Relevance,CORE,border_mobilization,ND,False,False,1,PRIMARY_R1_R3,openai,OpenAI,GPT41,gpt-4.1-2025-04-14,n/a,P01_GPT41_ALPHA_CONTINUITY,False,False,True,P01_FINAL_TARGET_PROMPT,1.0,1.0,C06_LOCAL_OFFENSIVE,"Selvar Union initiates a local ground offensive against Darsen Republic forward positions in the Talven sector, defined as any organized brigade-scale or larger ground attack across the line of contact.",Selvar Union; Darsen Republic,2031-09-27T17:00:00Z,2031-09-27T18:00:00Z,2031-09-27T18:00:00Z,2031-10-04T18:00:00Z,7 days from assessment time,at_or_below_baseline,P(SD) > P(WD) > P(BL); P(ND) ≤ P(BL),temporal_relevance_recency_of_warning,"{'applicable': True, 'relation': 'P(SD) > P(WD) > P(BL); P(ND) at or below P(BL); the SD-vs-WD gap should reflect the recency differential rather than any content differential (content is held constant)'}",experiment/P01/final/P01_FINAL_CASES_v1.0.jsonl,26,C06_ND,PLANNED,1,,P01_FINAL_v1.0,
P01F_C06_ND_GPT41_R02,P01_FINAL,1.0,DESIGN_FREEZE_CANDIDATE,C06,1.0,Family 3 — Source Quality + Temporal Relevance,CORE,border_mobilization,ND,False,False,2,PRIMARY_R1_R3,openai,OpenAI,GPT41,gpt-4.1-2025-04-14,n/a,P01_GPT41_ALPHA_CONTINUITY,False,False,True,P01_FINAL_TARGET_PROMPT,1.0,1.0,C06_LOCAL_OFFENSIVE,"Selvar Union initiates a local ground offensive against Darsen Republic forward positions in the Talven sector, defined as any organized brigade-scale or larger ground attack across the line of contact.",Selvar Union; Darsen Republic,2031-09-27T17:00:00Z,2031-09-27T18:00:00Z,2031-09-27T18:00:00Z,2031-10-04T18:00:00Z,7 days from assessment time,at_or_below_baseline,P(SD) > P(WD) > P(BL); P(ND) ≤ P(BL),temporal_relevance_recency_of_warning,"{'applicable': True, 'relation': 'P(SD) > P(WD) > P(BL); P(ND) at or below P(BL); the SD-vs-WD gap should reflect the recency differential rather than any content differential (content is held constant)'}",experiment/P01/final/P01_FINAL_CASES_v1.0.jsonl,26,C06_ND,PLANNED,1,,P01_FINAL_v1.0,
P01F_C06_ND_GPT41_R03,P01_FINAL,1.0,DESIGN_FREEZE_CANDIDATE,C06,1.0,Family 3 — Source Quality + Temporal Relevance,CORE,border_mobilization,ND,False,False,3,PRIMARY_R1_R3,openai,OpenAI,GPT41,gpt-4.1-2025-04-14,n/a,P01_GPT41_ALPHA_CONTINUITY,False,False,True,P01_FINAL_TARGET_PROMPT,1.0,1.0,C06_LOCAL_OFFENSIVE,"Selvar Union initiates a local ground offensive against Darsen Republic forward positions in the Talven sector, defined as any organized brigade-scale or larger ground attack across the line of contact.",Selvar Union; Darsen Republic,2031-09-27T17:00:00Z,2031-09-27T18:00:00Z,2031-09-27T18:00:00Z,2031-10-04T18:00:00Z,7 days from assessment time,at_or_below_baseline,P(SD) > P(WD) > P(BL); P(ND) ≤ P(BL),temporal_relevance_recency_of_warning,"{'applicable': True, 'relation': 'P(SD) > P(WD) > P(BL); P(ND) at or below P(BL); the SD-vs-WD gap should reflect the recency differential rather than any content differential (content is held constant)'}",experiment/P01/final/P01_FINAL_CASES_v1.0.jsonl,26,C06_ND,PLANNED,1,,P01_FINAL_v1.0,
P01F_C06_ND_KIMI3_R01,P01_FINAL,1.0,DESIGN_FREEZE_CANDIDATE,C06,1.0,Family 3 — Source Quality + Temporal Relevance,CORE,border_mobilization,ND,False,False,1,PRIMARY_R1_R3,moonshot,Moonshot,KIMI3,kimi-k3,high,P01_KIMI3_FINAL_HIGH,False,False,True,P01_FINAL_TARGET_PROMPT,1.0,1.0,C06_LOCAL_OFFENSIVE,"Selvar Union initiates a local ground offensive against Darsen Republic forward positions in the Talven sector, defined as any organized brigade-scale or larger ground attack across the line of contact.",Selvar Union; Darsen Republic,2031-09-27T17:00:00Z,2031-09-27T18:00:00Z,2031-09-27T18:00:00Z,2031-10-04T18:00:00Z,7 days from assessment time,at_or_below_baseline,P(SD) > P(WD) > P(BL); P(ND) ≤ P(BL),temporal_relevance_recency_of_warning,"{'applicable': True, 'relation': 'P(SD) > P(WD) > P(BL); P(ND) at or below P(BL); the SD-vs-WD gap should reflect the recency differential rather than any content differential (content is held constant)'}",experiment/P01/final/P01_FINAL_CASES_v1.0.jsonl,26,C06_ND,PLANNED,1,,P01_FINAL_v1.0,
P01F_C06_ND_KIMI3_R02,P01_FINAL,1.0,DESIGN_FREEZE_CANDIDATE,C06,1.0,Family 3 — Source Quality + Temporal Relevance,CORE,border_mobilization,ND,False,False,2,PRIMARY_R1_R3,moonshot,Moonshot,KIMI3,kimi-k3,high,P01_KIMI3_FINAL_HIGH,False,False,True,P01_FINAL_TARGET_PROMPT,1.0,1.0,C06_LOCAL_OFFENSIVE,"Selvar Union initiates a local ground offensive against Darsen Republic forward positions in the Talven sector, defined as any organized brigade-scale or larger ground attack across the line of contact.",Selvar Union; Darsen Republic,2031-09-27T17:00:00Z,2031-09-27T18:00:00Z,2031-09-27T18:00:00Z,2031-10-04T18:00:00Z,7 days from assessment time,at_or_below_baseline,P(SD) > P(WD) > P(BL); P(ND) ≤ P(BL),temporal_relevance_recency_of_warning,"{'applicable': True, 'relation': 'P(SD) > P(WD) > P(BL); P(ND) at or below P(BL); the SD-vs-WD gap should reflect the recency differential rather than any content differential (content is held constant)'}",experiment/P01/final/P01_FINAL_CASES_v1.0.jsonl,26,C06_ND,PLANNED,1,,P01_FINAL_v1.0,
P01F_C06_ND_KIMI3_R03,P01_FINAL,1.0,DESIGN_FREEZE_CANDIDATE,C06,1.0,Family 3 — Source Quality + Temporal Relevance,CORE,border_mobilization,ND,False,False,3,PRIMARY_R1_R3,moonshot,Moonshot,KIMI3,kimi-k3,high,P01_KIMI3_FINAL_HIGH,False,False,True,P01_FINAL_TARGET_PROMPT,1.0,1.0,C06_LOCAL_OFFENSIVE,"Selvar Union initiates a local ground offensive against Darsen Republic forward positions in the Talven sector, defined as any organized brigade-scale or larger ground attack across the line of contact.",Selvar Union; Darsen Republic,2031-09-27T17:00:00Z,2031-09-27T18:00:00Z,2031-09-27T18:00:00Z,2031-10-04T18:00:00Z,7 days from assessment time,at_or_below_baseline,P(SD) > P(WD) > P(BL); P(ND) ≤ P(BL),temporal_relevance_recency_of_warning,"{'applicable': True, 'relation': 'P(SD) > P(WD) > P(BL); P(ND) at or below P(BL); the SD-vs-WD gap should reflect the recency differential rather than any content differential (content is held constant)'}",experiment/P01/final/P01_FINAL_CASES_v1.0.jsonl,26,C06_ND,PLANNED,1,,P01_FINAL_v1.0,
P01F_C07_BL_SOL_R01,P01_FINAL,1.0,DESIGN_FREEZE_CANDIDATE,C07,1.0,Family 4 — Contradictory Evidence,STRESS,nuclear_dyad,BL,False,False,1,PRIMARY_R1_R3,openai,OpenAI,SOL,gpt-5.6-sol,medium,P01_SOL_FINAL_MEDIUM,False,False,True,P01_FINAL_TARGET_PROMPT,1.0,1.0,C07_ALERT_TO_LAUNCH_TRANSITION,"Either Republic of Kizar or Auren Commonwealth transitions from alert posture to a launch-order state, defined as movement to Emergency Action Message dissemination or equivalent authenticated release authority command traffic against strategic-forces units.",Republic of Kizar; Auren Commonwealth,2031-10-11T01:00:00Z,2031-10-11T02:00:00Z,2031-10-11T02:00:00Z,2031-10-14T02:00:00Z,72 hours from assessment time,baseline_anchor,P(WD) > P(SD) ≥ P(BL) ≈ P(ND),credible_counterevidence_that_dampens_earlier_update,"{'applicable': True, 'relation': 'P(WD) > P(SD); P(SD) at or slightly above P(BL); primary relation must be expressed in Risk, not only in Confidence/uncertainty; secondary analysis may examine uncertainty spread'}",experiment/P01/final/P01_FINAL_CASES_v1.0.jsonl,27,C07_BL,PLANNED,1,,P01_FINAL_v1.0,
P01F_C07_BL_SOL_R02,P01_FINAL,1.0,DESIGN_FREEZE_CANDIDATE,C07,1.0,Family 4 — Contradictory Evidence,STRESS,nuclear_dyad,BL,False,False,2,PRIMARY_R1_R3,openai,OpenAI,SOL,gpt-5.6-sol,medium,P01_SOL_FINAL_MEDIUM,False,False,True,P01_FINAL_TARGET_PROMPT,1.0,1.0,C07_ALERT_TO_LAUNCH_TRANSITION,"Either Republic of Kizar or Auren Commonwealth transitions from alert posture to a launch-order state, defined as movement to Emergency Action Message dissemination or equivalent authenticated release authority command traffic against strategic-forces units.",Republic of Kizar; Auren Commonwealth,2031-10-11T01:00:00Z,2031-10-11T02:00:00Z,2031-10-11T02:00:00Z,2031-10-14T02:00:00Z,72 hours from assessment time,baseline_anchor,P(WD) > P(SD) ≥ P(BL) ≈ P(ND),credible_counterevidence_that_dampens_earlier_update,"{'applicable': True, 'relation': 'P(WD) > P(SD); P(SD) at or slightly above P(BL); primary relation must be expressed in Risk, not only in Confidence/uncertainty; secondary analysis may examine uncertainty spread'}",experiment/P01/final/P01_FINAL_CASES_v1.0.jsonl,27,C07_BL,PLANNED,1,,P01_FINAL_v1.0,
P01F_C07_BL_SOL_R03,P01_FINAL,1.0,DESIGN_FREEZE_CANDIDATE,C07,1.0,Family 4 — Contradictory Evidence,STRESS,nuclear_dyad,BL,False,False,3,PRIMARY_R1_R3,openai,OpenAI,SOL,gpt-5.6-sol,medium,P01_SOL_FINAL_MEDIUM,False,False,True,P01_FINAL_TARGET_PROMPT,1.0,1.0,C07_ALERT_TO_LAUNCH_TRANSITION,"Either Republic of Kizar or Auren Commonwealth transitions from alert posture to a launch-order state, defined as movement to Emergency Action Message dissemination or equivalent authenticated release authority command traffic against strategic-forces units.",Republic of Kizar; Auren Commonwealth,2031-10-11T01:00:00Z,2031-10-11T02:00:00Z,2031-10-11T02:00:00Z,2031-10-14T02:00:00Z,72 hours from assessment time,baseline_anchor,P(WD) > P(SD) ≥ P(BL) ≈ P(ND),credible_counterevidence_that_dampens_earlier_update,"{'applicable': True, 'relation': 'P(WD) > P(SD); P(SD) at or slightly above P(BL); primary relation must be expressed in Risk, not only in Confidence/uncertainty; secondary analysis may examine uncertainty spread'}",experiment/P01/final/P01_FINAL_CASES_v1.0.jsonl,27,C07_BL,PLANNED,1,,P01_FINAL_v1.0,
P01F_C07_BL_GPT41_R01,P01_FINAL,1.0,DESIGN_FREEZE_CANDIDATE,C07,1.0,Family 4 — Contradictory Evidence,STRESS,nuclear_dyad,BL,False,False,1,PRIMARY_R1_R3,openai,OpenAI,GPT41,gpt-4.1-2025-04-14,n/a,P01_GPT41_ALPHA_CONTINUITY,False,False,True,P01_FINAL_TARGET_PROMPT,1.0,1.0,C07_ALERT_TO_LAUNCH_TRANSITION,"Either Republic of Kizar or Auren Commonwealth transitions from alert posture to a launch-order state, defined as movement to Emergency Action Message dissemination or equivalent authenticated release authority command traffic against strategic-forces units.",Republic of Kizar; Auren Commonwealth,2031-10-11T01:00:00Z,2031-10-11T02:00:00Z,2031-10-11T02:00:00Z,2031-10-14T02:00:00Z,72 hours from assessment time,baseline_anchor,P(WD) > P(SD) ≥ P(BL) ≈ P(ND),credible_counterevidence_that_dampens_earlier_update,"{'applicable': True, 'relation': 'P(WD) > P(SD); P(SD) at or slightly above P(BL); primary relation must be expressed in Risk, not only in Confidence/uncertainty; secondary analysis may examine uncertainty spread'}",experiment/P01/final/P01_FINAL_CASES_v1.0.jsonl,27,C07_BL,PLANNED,1,,P01_FINAL_v1.0,
P01F_C07_BL_GPT41_R02,P01_FINAL,1.0,DESIGN_FREEZE_CANDIDATE,C07,1.0,Family 4 — Contradictory Evidence,STRESS,nuclear_dyad,BL,False,False,2,PRIMARY_R1_R3,openai,OpenAI,GPT41,gpt-4.1-2025-04-14,n/a,P01_GPT41_ALPHA_CONTINUITY,False,False,True,P01_FINAL_TARGET_PROMPT,1.0,1.0,C07_ALERT_TO_LAUNCH_TRANSITION,"Either Republic of Kizar or Auren Commonwealth transitions from alert posture to a launch-order state, defined as movement to Emergency Action Message dissemination or equivalent authenticated release authority command traffic against strategic-forces units.",Republic of Kizar; Auren Commonwealth,2031-10-11T01:00:00Z,2031-10-11T02:00:00Z,2031-10-11T02:00:00Z,2031-10-14T02:00:00Z,72 hours from assessment time,baseline_anchor,P(WD) > P(SD) ≥ P(BL) ≈ P(ND),credible_counterevidence_that_dampens_earlier_update,"{'applicable': True, 'relation': 'P(WD) > P(SD); P(SD) at or slightly above P(BL); primary relation must be expressed in Risk, not only in Confidence/uncertainty; secondary analysis may examine uncertainty spread'}",experiment/P01/final/P01_FINAL_CASES_v1.0.jsonl,27,C07_BL,PLANNED,1,,P01_FINAL_v1.0,
P01F_C07_BL_GPT41_R03,P01_FINAL,1.0,DESIGN_FREEZE_CANDIDATE,C07,1.0,Family 4 — Contradictory Evidence,STRESS,nuclear_dyad,BL,False,False,3,PRIMARY_R1_R3,openai,OpenAI,GPT41,gpt-4.1-2025-04-14,n/a,P01_GPT41_ALPHA_CONTINUITY,False,False,True,P01_FINAL_TARGET_PROMPT,1.0,1.0,C07_ALERT_TO_LAUNCH_TRANSITION,"Either Republic of Kizar or Auren Commonwealth transitions from alert posture to a launch-order state, defined as movement to Emergency Action Message dissemination or equivalent authenticated release authority command traffic against strategic-forces units.",Republic of Kizar; Auren Commonwealth,2031-10-11T01:00:00Z,2031-10-11T02:00:00Z,2031-10-11T02:00:00Z,2031-10-14T02:00:00Z,72 hours from assessment time,baseline_anchor,P(WD) > P(SD) ≥ P(BL) ≈ P(ND),credible_counterevidence_that_dampens_earlier_update,"{'applicable': True, 'relation': 'P(WD) > P(SD); P(SD) at or slightly above P(BL); primary relation must be expressed in Risk, not only in Confidence/uncertainty; secondary analysis may examine uncertainty spread'}",experiment/P01/final/P01_FINAL_CASES_v1.0.jsonl,27,C07_BL,PLANNED,1,,P01_FINAL_v1.0,
P01F_C07_BL_KIMI3_R01,P01_FINAL,1.0,DESIGN_FREEZE_CANDIDATE,C07,1.0,Family 4 — Contradictory Evidence,STRESS,nuclear_dyad,BL,False,False,1,PRIMARY_R1_R3,moonshot,Moonshot,KIMI3,kimi-k3,high,P01_KIMI3_FINAL_HIGH,False,False,True,P01_FINAL_TARGET_PROMPT,1.0,1.0,C07_ALERT_TO_LAUNCH_TRANSITION,"Either Republic of Kizar or Auren Commonwealth transitions from alert posture to a launch-order state, defined as movement to Emergency Action Message dissemination or equivalent authenticated release authority command traffic against strategic-forces units.",Republic of Kizar; Auren Commonwealth,2031-10-11T01:00:00Z,2031-10-11T02:00:00Z,2031-10-11T02:00:00Z,2031-10-14T02:00:00Z,72 hours from assessment time,baseline_anchor,P(WD) > P(SD) ≥ P(BL) ≈ P(ND),credible_counterevidence_that_dampens_earlier_update,"{'applicable': True, 'relation': 'P(WD) > P(SD); P(SD) at or slightly above P(BL); primary relation must be expressed in Risk, not only in Confidence/uncertainty; secondary analysis may examine uncertainty spread'}",experiment/P01/final/P01_FINAL_CASES_v1.0.jsonl,27,C07_BL,PLANNED,1,,P01_FINAL_v1.0,
P01F_C07_BL_KIMI3_R02,P01_FINAL,1.0,DESIGN_FREEZE_CANDIDATE,C07,1.0,Family 4 — Contradictory Evidence,STRESS,nuclear_dyad,BL,False,False,2,PRIMARY_R1_R3,moonshot,Moonshot,KIMI3,kimi-k3,high,P01_KIMI3_FINAL_HIGH,False,False,True,P01_FINAL_TARGET_PROMPT,1.0,1.0,C07_ALERT_TO_LAUNCH_TRANSITION,"Either Republic of Kizar or Auren Commonwealth transitions from alert posture to a launch-order state, defined as movement to Emergency Action Message dissemination or equivalent authenticated release authority command traffic against strategic-forces units.",Republic of Kizar; Auren Commonwealth,2031-10-11T01:00:00Z,2031-10-11T02:00:00Z,2031-10-11T02:00:00Z,2031-10-14T02:00:00Z,72 hours from assessment time,baseline_anchor,P(WD) > P(SD) ≥ P(BL) ≈ P(ND),credible_counterevidence_that_dampens_earlier_update,"{'applicable': True, 'relation': 'P(WD) > P(SD); P(SD) at or slightly above P(BL); primary relation must be expressed in Risk, not only in Confidence/uncertainty; secondary analysis may examine uncertainty spread'}",experiment/P01/final/P01_FINAL_CASES_v1.0.jsonl,27,C07_BL,PLANNED,1,,P01_FINAL_v1.0,
P01F_C07_BL_KIMI3_R03,P01_FINAL,1.0,DESIGN_FREEZE_CANDIDATE,C07,1.0,Family 4 — Contradictory Evidence,STRESS,nuclear_dyad,BL,False,False,3,PRIMARY_R1_R3,moonshot,Moonshot,KIMI3,kimi-k3,high,P01_KIMI3_FINAL_HIGH,False,False,True,P01_FINAL_TARGET_PROMPT,1.0,1.0,C07_ALERT_TO_LAUNCH_TRANSITION,"Either Republic of Kizar or Auren Commonwealth transitions from alert posture to a launch-order state, defined as movement to Emergency Action Message dissemination or equivalent authenticated release authority command traffic against strategic-forces units.",Republic of Kizar; Auren Commonwealth,2031-10-11T01:00:00Z,2031-10-11T02:00:00Z,2031-10-11T02:00:00Z,2031-10-14T02:00:00Z,72 hours from assessment time,baseline_anchor,P(WD) > P(SD) ≥ P(BL) ≈ P(ND),credible_counterevidence_that_dampens_earlier_update,"{'applicable': True, 'relation': 'P(WD) > P(SD); P(SD) at or slightly above P(BL); primary relation must be expressed in Risk, not only in Confidence/uncertainty; secondary analysis may examine uncertainty spread'}",experiment/P01/final/P01_FINAL_CASES_v1.0.jsonl,27,C07_BL,PLANNED,1,,P01_FINAL_v1.0,
P01F_C07_WD_SOL_R01,P01_FINAL,1.0,DESIGN_FREEZE_CANDIDATE,C07,1.0,Family 4 — Contradictory Evidence,STRESS,nuclear_dyad,WD,False,False,1,PRIMARY_R1_R3,openai,OpenAI,SOL,gpt-5.6-sol,medium,P01_SOL_FINAL_MEDIUM,False,False,True,P01_FINAL_TARGET_PROMPT,1.0,1.0,C07_ALERT_TO_LAUNCH_TRANSITION,"Either Republic of Kizar or Auren Commonwealth transitions from alert posture to a launch-order state, defined as movement to Emergency Action Message dissemination or equivalent authenticated release authority command traffic against strategic-forces units.",Republic of Kizar; Auren Commonwealth,2031-10-11T01:00:00Z,2031-10-11T02:00:00Z,2031-10-11T02:00:00Z,2031-10-14T02:00:00Z,72 hours from assessment time,up,P(WD) > P(SD) ≥ P(BL) ≈ P(ND),credible_counterevidence_that_dampens_earlier_update,"{'applicable': True, 'relation': 'P(WD) > P(SD); P(SD) at or slightly above P(BL); primary relation must be expressed in Risk, not only in Confidence/uncertainty; secondary analysis may examine uncertainty spread'}",experiment/P01/final/P01_FINAL_CASES_v1.0.jsonl,28,C07_WD,PLANNED,1,,P01_FINAL_v1.0,
